	black_rockcod.fa	stickleback
OG0011372	XP_010784379.1	ENSGACP00000026082.1
OG0011373	XP_010784380.1	ENSGACP00000026079.1
OG0011374	XP_010784381.1	ENSGACP00000026067.1
OG0011375	XP_010784382.1	ENSGACP00000026076.1
OG0011376	XP_010784385.1	ENSGACP00000026078.1
OG0011377	XP_010784387.1	ENSGACP00000008935.1
OG0011378	XP_010784390.1	ENSGACP00000008929.1
OG0011379	XP_010784392.1	ENSGACP00000008906.1
OG0011380	XP_010784393.1	ENSGACP00000008869.1
OG0011381	XP_010784395.1	ENSGACP00000005869.1
OG0011382	XP_010784396.1	ENSGACP00000026630.1
OG0011383	XP_010784401.1	ENSGACP00000008894.1
OG0011384	XP_010784402.1	ENSGACP00000025165.1
OG0011385	XP_010784403.1	ENSGACP00000025163.1
OG0011386	XP_010784411.1	ENSGACP00000020380.1
OG0011387	XP_010784412.1	ENSGACP00000025154.1
OG0011388	XP_010784415.1	ENSGACP00000025148.1
OG0011389	XP_010784416.1	ENSGACP00000022645.1
OG0011390	XP_010784418.1	ENSGACP00000022652.1
OG0011391	XP_010784429.1	ENSGACP00000022630.1
OG0011392	XP_010784435.1	ENSGACP00000022605.1
OG0011393	XP_010784436.1	ENSGACP00000022601.1
OG0011394	XP_010784437.1	ENSGACP00000022590.1
OG0011395	XP_010784438.1	ENSGACP00000022589.1
OG0011396	XP_010784439.1	ENSGACP00000021414.1
OG0011397	XP_010784444.1	ENSGACP00000018233.1
OG0011398	XP_010784447.1	ENSGACP00000018157.1
OG0011399	XP_010784451.1	ENSGACP00000018148.1
OG0011400	XP_010784452.1	ENSGACP00000018240.1
OG0011401	XP_010784453.1	ENSGACP00000018245.1
OG0011402	XP_010784457.1	ENSGACP00000022593.1
OG0011403	XP_010784458.1	ENSGACP00000022613.1
OG0011404	XP_010784460.1	ENSGACP00000022619.2
OG0011405	XP_010784462.1	ENSGACP00000025142.1
OG0011406	XP_010784463.1	ENSGACP00000025143.1
OG0011407	XP_010784466.1	ENSGACP00000025153.1
OG0011408	XP_010784470.1	ENSGACP00000014347.1
OG0011409	XP_010784473.1	ENSGACP00000015578.1
OG0011410	XP_010784475.1	ENSGACP00000014329.1
OG0011411	XP_010784476.1	ENSGACP00000014310.1
OG0011412	XP_010784477.1	ENSGACP00000014285.1
OG0011413	XP_010784478.1	ENSGACP00000022514.1
OG0011414	XP_010784482.1	ENSGACP00000016984.1
OG0011415	XP_010784483.1	ENSGACP00000019904.1
OG0011416	XP_010784485.1	ENSGACP00000015101.1
OG0011417	XP_010784487.1	ENSGACP00000017033.1
OG0011418	XP_010784490.1	ENSGACP00000008540.1
OG0011419	XP_010784495.1	ENSGACP00000008116.1
OG0011420	XP_010784496.1	ENSGACP00000008109.1
OG0011421	XP_010784500.1	ENSGACP00000022553.1
OG0011422	XP_010784501.1	ENSGACP00000022552.1
OG0011423	XP_010784511.1	ENSGACP00000009729.1
OG0011424	XP_010784513.1	ENSGACP00000008120.1
OG0011425	XP_010784517.1	ENSGACP00000008544.1
OG0011426	XP_010784519.1	ENSGACP00000017058.1
OG0011427	XP_010784520.1	ENSGACP00000019727.1
OG0011428	XP_010784521.1	ENSGACP00000027659.1
OG0011429	XP_010784524.1	ENSGACP00000003481.1
OG0011430	XP_010784533.1	ENSGACP00000015236.1
OG0011431	XP_010784535.1	ENSGACP00000016785.1
OG0011432	XP_010784536.1	ENSGACP00000013482.1
OG0011433	XP_010784545.1	ENSGACP00000026585.1
OG0011434	XP_010784553.1	ENSGACP00000006710.1
OG0011435	XP_010784554.1	ENSGACP00000018711.1
OG0011436	XP_010784561.1	ENSGACP00000013600.2
OG0011437	XP_010784562.1	ENSGACP00000013570.2
OG0011438	XP_010784565.1	ENSGACP00000005089.1
OG0011439	XP_010784566.1	ENSGACP00000005852.1
OG0011440	XP_010784567.1	ENSGACP00000020522.1
OG0011441	XP_010784572.1	ENSGACP00000012630.1
OG0011442	XP_010784577.1	ENSGACP00000005645.1
OG0011443	XP_010784584.1	ENSGACP00000024828.1
OG0011444	XP_010784585.1	ENSGACP00000017516.1
OG0011445	XP_010784594.1	ENSGACP00000016440.1
OG0011446	XP_010784605.1	ENSGACP00000007018.1
OG0011447	XP_010784611.1	ENSGACP00000006809.1
OG0011448	XP_010784616.1	ENSGACP00000003366.1
OG0011449	XP_010784618.1	ENSGACP00000009582.1
OG0011450	XP_010784619.1	ENSGACP00000001158.1
OG0011451	XP_010784627.1	ENSGACP00000003279.1
OG0011452	XP_010784629.1	ENSGACP00000002201.1
OG0011453	XP_010784633.1	ENSGACP00000002184.1
OG0011454	XP_010784634.1	ENSGACP00000002190.1
OG0011455	XP_010784635.1	ENSGACP00000002177.1
OG0011456	XP_010784640.1	ENSGACP00000018433.1
OG0011457	XP_010784641.1	ENSGACP00000018431.1
OG0011458	XP_010784651.1	ENSGACP00000023409.1
OG0011459	XP_010784653.1	ENSGACP00000016868.1
OG0011460	XP_010784663.1	ENSGACP00000003070.1
OG0011461	XP_010784675.1	ENSGACP00000002371.1
OG0011462	XP_010784676.1	ENSGACP00000002352.1
OG0011463	XP_010784677.1	ENSGACP00000002335.1
OG0011464	XP_010784678.1	ENSGACP00000002340.1
OG0011465	XP_010784686.1	ENSGACP00000002253.1
OG0011466	XP_010784689.1	ENSGACP00000002236.1
OG0011467	XP_010784690.1	ENSGACP00000002243.1
OG0011468	XP_010784692.1	ENSGACP00000002216.1
OG0011469	XP_010784696.1	ENSGACP00000002316.1
OG0011470	XP_010784697.1	ENSGACP00000010918.1
OG0011471	XP_010784698.1	ENSGACP00000010921.1
OG0011472	XP_010784702.1	ENSGACP00000007709.1
OG0011473	XP_010784709.1	ENSGACP00000011055.1
OG0011474	XP_010784716.1	ENSGACP00000010927.1
OG0011475	XP_010784717.1	ENSGACP00000010937.1
OG0011476	XP_010784718.1	ENSGACP00000010958.1
OG0011477	XP_010784721.1	ENSGACP00000022964.1
OG0011478	XP_010784723.1	ENSGACP00000023131.1
OG0011479	XP_010784729.1	ENSGACP00000010281.1
OG0011480	XP_010784730.1	ENSGACP00000023147.1
OG0011481	XP_010784733.1	ENSGACP00000004585.1
OG0011482	XP_010784734.1	ENSGACP00000021496.1
OG0011483	XP_010784738.1	ENSGACP00000026647.1
OG0011484	XP_010784742.1	ENSGACP00000017764.1
OG0011485	XP_010784743.1	ENSGACP00000008000.1
OG0011486	XP_010784752.1	ENSGACP00000023915.1
OG0011487	XP_010784753.1	ENSGACP00000020811.1
OG0011488	XP_010784760.1	ENSGACP00000020807.1
OG0011489	XP_010784762.1	ENSGACP00000017973.1
OG0011490	XP_010784763.1	ENSGACP00000009074.1
OG0011491	XP_010784764.1	ENSGACP00000023418.1
OG0011492	XP_010784765.1	ENSGACP00000023421.1
OG0011493	XP_010784766.1	ENSGACP00000020260.1
OG0011494	XP_010784773.1	ENSGACP00000023437.1
OG0011495	XP_010784788.1	ENSGACP00000013371.1
OG0011496	XP_010784789.1	ENSGACP00000013378.1
OG0011497	XP_010784795.1	ENSGACP00000013401.1
OG0011498	XP_010784796.1	ENSGACP00000006688.2
OG0011499	XP_010784798.1	ENSGACP00000021622.1
OG0011500	XP_010784802.1	ENSGACP00000002295.1
OG0011501	XP_010784804.1	ENSGACP00000019937.1
OG0011502	XP_010784810.1	ENSGACP00000019950.1
OG0011503	XP_010784812.1	ENSGACP00000019976.1
OG0011504	XP_010784819.1	ENSGACP00000020012.1
OG0011505	XP_010784820.1	ENSGACP00000000077.1
OG0011506	XP_010784836.1	ENSGACP00000000082.1
OG0011507	XP_010784839.1	ENSGACP00000019961.1
OG0011508	XP_010784841.1	ENSGACP00000017708.1
OG0011509	XP_010784844.1	ENSGACP00000010287.1
OG0011510	XP_010784847.1	ENSGACP00000005196.1
OG0011511	XP_010784848.1	ENSGACP00000020232.1
OG0011512	XP_010784865.1	ENSGACP00000004791.1
OG0011513	XP_010784866.1	ENSGACP00000009020.1
OG0011514	XP_010784867.1	ENSGACP00000009028.1
OG0011515	XP_010784871.1	ENSGACP00000001891.1
OG0011516	XP_010784872.1	ENSGACP00000024026.1
OG0011517	XP_010784875.1	ENSGACP00000008817.1
OG0011518	XP_010784887.1	ENSGACP00000020414.1
OG0011519	XP_010784893.1	ENSGACP00000003553.1
OG0011520	XP_010784895.1	ENSGACP00000026100.1
OG0011521	XP_010784896.1	ENSGACP00000021029.1
OG0011522	XP_010784899.1	ENSGACP00000017640.1
OG0011523	XP_010784909.1	ENSGACP00000026259.1
OG0011524	XP_010784910.1	ENSGACP00000001816.1
OG0011525	XP_010784912.1	ENSGACP00000007366.1
OG0011526	XP_010784915.1	ENSGACP00000027070.1
OG0011527	XP_010784916.1	ENSGACP00000027071.1
OG0011528	XP_010784918.1	ENSGACP00000027077.1
OG0011529	XP_010784919.1	ENSGACP00000027076.1
OG0011530	XP_010784922.1	ENSGACP00000020203.1
OG0011531	XP_010784923.1	ENSGACP00000027081.1
OG0011532	XP_010784925.1	ENSGACP00000027082.1
OG0011533	XP_010784933.1	ENSGACP00000027088.1
OG0011534	XP_010784938.1	ENSGACP00000027091.1
OG0011535	XP_010784943.1	ENSGACP00000027095.1
OG0011536	XP_010784944.1	ENSGACP00000027099.1
OG0011537	XP_010784945.1	ENSGACP00000027098.1
OG0011538	XP_010784946.1	ENSGACP00000027100.1
OG0011539	XP_010784947.1	ENSGACP00000020186.1
OG0011540	XP_010784948.1	ENSGACP00000027102.1
OG0011541	XP_010784949.1	ENSGACP00000027104.1
OG0011542	XP_010784950.1	ENSGACP00000027103.1
OG0011543	XP_010784952.1	ENSGACP00000027075.1
OG0011544	XP_010784953.1	ENSGACP00000027085.1
OG0011545	XP_010784956.1	ENSGACP00000015703.1
OG0011546	XP_010784970.1	ENSGACP00000015768.1
OG0011547	XP_010784971.1	ENSGACP00000015783.1
OG0011548	XP_010784983.1	ENSGACP00000015830.1
OG0011549	XP_010784988.1	ENSGACP00000015807.1
OG0011550	XP_010784992.1	ENSGACP00000017750.1
OG0011551	XP_010784996.1	ENSGACP00000004947.1
OG0011552	XP_010785000.1	ENSGACP00000018184.1
OG0011553	XP_010785005.1	ENSGACP00000026558.1
OG0011554	XP_010785006.1	ENSGACP00000005258.1
OG0011555	XP_010785007.1	ENSGACP00000007613.1
OG0011556	XP_010785011.1	ENSGACP00000020176.1
OG0011557	XP_010785013.1	ENSGACP00000026667.1
OG0011558	XP_010785014.1	ENSGACP00000005755.1
OG0011559	XP_010785016.1	ENSGACP00000023040.1
OG0011560	XP_010785018.1	ENSGACP00000011630.1
OG0011561	XP_010785022.1	ENSGACP00000008171.1
OG0011562	XP_010785031.1	ENSGACP00000022336.1
OG0011563	XP_010785036.1	ENSGACP00000022382.1
OG0011564	XP_010785037.1	ENSGACP00000022380.1
OG0011565	XP_010785038.1	ENSGACP00000022377.1
OG0011566	XP_010785039.1	ENSGACP00000022376.1
OG0011567	XP_010785041.1	ENSGACP00000020147.1
OG0011568	XP_010785044.1	ENSGACP00000022374.1
OG0011569	XP_010785045.1	ENSGACP00000022388.1
OG0011570	XP_010785046.1	ENSGACP00000022384.1
OG0011571	XP_010785047.1	ENSGACP00000022383.1
OG0011572	XP_010785048.1	ENSGACP00000022398.1
OG0011573	XP_010785049.1	ENSGACP00000022403.1
OG0011574	XP_010785052.1	ENSGACP00000020150.1
OG0011575	XP_010785058.1	ENSGACP00000022415.1
OG0011576	XP_010785066.1	ENSGACP00000022393.1
OG0011577	XP_010785067.1	ENSGACP00000022386.1
OG0011578	XP_010785068.1	ENSGACP00000022426.1
OG0011579	XP_010785072.1	ENSGACP00000022444.1
OG0011580	XP_010785075.1	ENSGACP00000016712.1
OG0011581	XP_010785077.1	ENSGACP00000019042.1
OG0011582	XP_010785078.1	ENSGACP00000002766.1
OG0011583	XP_010785079.1	ENSGACP00000014542.1
OG0011584	XP_010785083.1	ENSGACP00000024571.1
OG0011585	XP_010785084.1	ENSGACP00000024575.1
OG0011586	XP_010785086.1	ENSGACP00000020143.1
OG0011587	XP_010785094.1	ENSGACP00000020270.1
OG0011588	XP_010785097.1	ENSGACP00000019547.1
OG0011589	XP_010785101.1	ENSGACP00000017785.1
OG0011590	XP_010785102.1	ENSGACP00000020264.1
OG0011591	XP_010785114.1	ENSGACP00000020180.1
OG0011592	XP_010785116.1	ENSGACP00000016283.1
OG0011593	XP_010785123.1	ENSGACP00000016278.1
OG0011594	XP_010785126.1	ENSGACP00000020166.1
OG0011595	XP_010785127.1	ENSGACP00000015271.1
OG0011596	XP_010785131.1	ENSGACP00000024131.2
OG0011597	XP_010785143.1	ENSGACP00000007521.1
OG0011598	XP_010785146.1	ENSGACP00000019010.1
OG0011599	XP_010785152.1	ENSGACP00000000282.1
OG0011600	XP_010785153.1	ENSGACP00000020469.1
OG0011601	XP_010785155.1	ENSGACP00000006655.1
OG0011602	XP_010785156.1	ENSGACP00000008528.1
OG0011603	XP_010785171.1	ENSGACP00000026075.1
OG0011604	XP_010785175.1	ENSGACP00000000107.1
OG0011605	XP_010785180.1	ENSGACP00000020425.1
OG0011606	XP_010785183.1	ENSGACP00000003193.1
OG0011607	XP_010785193.1	ENSGACP00000003439.1
OG0011608	XP_010785194.1	ENSGACP00000003432.1
OG0011609	XP_010785195.1	ENSGACP00000003447.1
OG0011610	XP_010785196.1	ENSGACP00000006638.1
OG0011611	XP_010785202.1	ENSGACP00000012690.1
OG0011612	XP_010785205.1	ENSGACP00000020665.2
OG0011613	XP_010785214.1	ENSGACP00000023516.1
OG0011614	XP_010785217.1	ENSGACP00000022975.1
OG0011615	XP_010785218.1	ENSGACP00000022982.1
OG0011616	XP_010785226.1	ENSGACP00000023014.1
OG0011617	XP_010785230.1	ENSGACP00000003974.1
OG0011618	XP_010785235.1	ENSGACP00000013578.1
OG0011619	XP_010785244.1	ENSGACP00000017637.1
OG0011620	XP_010785252.1	ENSGACP00000018463.1
OG0011621	XP_010785258.1	ENSGACP00000003319.1
OG0011622	XP_010785265.1	ENSGACP00000002653.1
OG0011623	XP_010785267.1	ENSGACP00000008863.1
OG0011624	XP_010785268.1	ENSGACP00000016570.1
OG0011625	XP_010785270.1	ENSGACP00000017846.1
OG0011626	XP_010785273.1	ENSGACP00000020020.1
OG0011627	XP_010785274.1	ENSGACP00000018424.1
OG0011628	XP_010785277.1	ENSGACP00000018098.1
OG0011629	XP_010785278.1	ENSGACP00000005204.1
OG0011630	XP_010785293.1	ENSGACP00000009171.1
OG0011631	XP_010785299.1	ENSGACP00000012185.1
OG0011632	XP_010785300.1	ENSGACP00000012205.1
OG0011633	XP_010785301.1	ENSGACP00000012207.1
OG0011634	XP_010785308.1	ENSGACP00000016269.1
OG0011635	XP_010785313.1	ENSGACP00000016228.1
OG0011636	XP_010785314.1	ENSGACP00000016244.1
OG0011637	XP_010785315.1	ENSGACP00000016202.1
OG0011638	XP_010785322.1	ENSGACP00000016110.1
OG0011639	XP_010785324.1	ENSGACP00000016175.1
OG0011640	XP_010785325.1	ENSGACP00000016096.1
OG0011641	XP_010785329.1	ENSGACP00000016072.1
OG0011642	XP_010785332.1	ENSGACP00000016031.1
OG0011643	XP_010785334.1	ENSGACP00000016017.1
OG0011644	XP_010785335.1	ENSGACP00000016004.1
OG0011645	XP_010785344.1	ENSGACP00000016044.1
OG0011646	XP_010785345.1	ENSGACP00000016074.1
OG0011647	XP_010785348.1	ENSGACP00000016191.2
OG0011648	XP_010785349.1	ENSGACP00000005093.1
OG0011649	XP_010785350.1	ENSGACP00000016261.1
OG0011650	XP_010785352.1	ENSGACP00000016274.1
OG0011651	XP_010785358.1	ENSGACP00000012176.1
OG0011652	XP_010785359.1	ENSGACP00000012143.1
OG0011653	XP_010785361.1	ENSGACP00000012044.1
OG0011654	XP_010785363.1	ENSGACP00000024878.1
OG0011655	XP_010785368.1	ENSGACP00000019115.1
OG0011656	XP_010785370.1	ENSGACP00000007710.1
OG0011657	XP_010785375.1	ENSGACP00000016861.1
OG0011658	XP_010785381.1	ENSGACP00000017165.1
OG0011659	XP_010785382.1	ENSGACP00000000089.1
OG0011660	XP_010785383.1	ENSGACP00000015200.1
OG0011661	XP_010785389.1	ENSGACP00000006543.2
OG0011662	XP_010785393.1	ENSGACP00000016559.1
OG0011663	XP_010785394.1	ENSGACP00000004009.1
OG0011664	XP_010785397.1	ENSGACP00000022879.1
OG0011665	XP_010785399.1	ENSGACP00000021488.1
OG0011666	XP_010785400.1	ENSGACP00000023234.1
OG0011667	XP_010785401.1	ENSGACP00000006981.1
OG0011668	XP_010785407.1	ENSGACP00000003608.1
OG0011669	XP_010785408.1	ENSGACP00000005127.1
OG0011670	XP_010785410.1	ENSGACP00000005150.1
OG0011671	XP_010785411.1	ENSGACP00000002636.1
OG0011672	XP_010785423.1	ENSGACP00000000117.1
OG0011673	XP_010785427.1	ENSGACP00000021913.1
OG0011674	XP_010785444.1	ENSGACP00000024386.1
OG0011675	XP_010785448.1	ENSGACP00000005305.1
OG0011676	XP_010785449.1	ENSGACP00000005346.1
OG0011677	XP_010785465.1	ENSGACP00000024185.1
OG0011678	XP_010785468.1	ENSGACP00000024214.1
OG0011679	XP_010785469.1	ENSGACP00000024216.1
OG0011680	XP_010785470.1	ENSGACP00000024217.1
OG0011681	XP_010785473.1	ENSGACP00000017426.1
OG0011682	XP_010785474.1	ENSGACP00000014734.1
OG0011683	XP_010785480.1	ENSGACP00000024222.1
OG0011684	XP_010785485.1	ENSGACP00000001421.1
OG0011685	XP_010785486.1	ENSGACP00000022218.1
OG0011686	XP_010785487.1	ENSGACP00000023212.1
OG0011687	XP_010785488.1	ENSGACP00000022225.1
OG0011688	XP_010785489.1	ENSGACP00000022228.1
OG0011689	XP_010785492.1	ENSGACP00000022253.1
OG0011690	XP_010785503.1	ENSGACP00000022273.1
OG0011691	XP_010785507.1	ENSGACP00000018925.1
OG0011692	XP_010785508.1	ENSGACP00000027486.1
OG0011693	XP_010785510.1	ENSGACP00000000212.1
OG0011694	XP_010785511.1	ENSGACP00000000213.1
OG0011695	XP_010785512.1	ENSGACP00000022207.1
OG0011696	XP_010785513.1	ENSGACP00000022215.1
OG0011697	XP_010785516.1	ENSGACP00000022256.1
OG0011698	XP_010785517.1	ENSGACP00000022261.1
OG0011699	XP_010785523.1	ENSGACP00000007062.2
OG0011700	XP_010785527.1	ENSGACP00000024283.1
OG0011701	XP_010785530.1	ENSGACP00000024276.2
OG0011702	XP_010785537.1	ENSGACP00000023503.1
OG0011703	XP_010785539.1	ENSGACP00000011322.2
OG0011704	XP_010785546.1	ENSGACP00000011207.1
OG0011705	XP_010785553.1	ENSGACP00000011196.1
OG0011706	XP_010785555.1	ENSGACP00000021017.1
OG0011707	XP_010785556.1	ENSGACP00000021019.1
OG0011708	XP_010785558.1	ENSGACP00000015632.1
OG0011709	XP_010785559.1	ENSGACP00000010339.1
OG0011710	XP_010785561.1	ENSGACP00000021027.1
OG0011711	XP_010785563.1	ENSGACP00000026600.1
OG0011712	XP_010785564.1	ENSGACP00000011336.1
OG0011713	XP_010785565.1	ENSGACP00000011301.1
OG0011714	XP_010785569.1	ENSGACP00000006778.1
OG0011715	XP_010785572.1	ENSGACP00000027175.1
OG0011716	XP_010785582.1	ENSGACP00000025254.1
OG0011717	XP_010785593.1	ENSGACP00000027174.1
OG0011718	XP_010785598.1	ENSGACP00000019043.1
OG0011719	XP_010785610.1	ENSGACP00000015819.1
OG0011720	XP_010785623.1	ENSGACP00000010787.1
OG0011721	XP_010785630.1	ENSGACP00000010835.1
OG0011722	XP_010785631.1	ENSGACP00000025149.2
OG0011723	XP_010785637.1	ENSGACP00000010824.1
OG0011724	XP_010785638.1	ENSGACP00000010838.1
OG0011725	XP_010785644.1	ENSGACP00000025141.1
OG0011726	XP_010785648.1	ENSGACP00000014312.1
OG0011727	XP_010785651.1	ENSGACP00000014321.1
OG0011728	XP_010785654.1	ENSGACP00000004325.1
OG0011729	XP_010785657.1	ENSGACP00000004926.1
OG0011730	XP_010785662.1	ENSGACP00000018602.1
OG0011731	XP_010785663.1	ENSGACP00000004890.2
OG0011732	XP_010785664.1	ENSGACP00000019350.1
OG0011733	XP_010785665.1	ENSGACP00000026225.1
OG0011734	XP_010785668.1	ENSGACP00000019365.1
OG0011735	XP_010785669.1	ENSGACP00000002930.1
OG0011736	XP_010785672.1	ENSGACP00000019357.1
OG0011737	XP_010785674.1	ENSGACP00000013180.1
OG0011738	XP_010785676.1	ENSGACP00000013173.1
OG0011739	XP_010785677.1	ENSGACP00000001100.1
OG0011740	XP_010785678.1	ENSGACP00000017967.1
OG0011741	XP_010785680.1	ENSGACP00000016454.1
OG0011742	XP_010785683.1	ENSGACP00000016472.1
OG0011743	XP_010785690.1	ENSGACP00000011965.1
OG0011744	XP_010785698.1	ENSGACP00000008776.1
OG0011745	XP_010785704.1	ENSGACP00000025851.1
OG0011746	XP_010785710.1	ENSGACP00000015766.1
OG0011747	XP_010785711.1	ENSGACP00000015748.1
OG0011748	XP_010785713.1	ENSGACP00000015781.1
OG0011749	XP_010785717.1	ENSGACP00000015788.1
OG0011750	XP_010785718.1	ENSGACP00000003903.2
OG0011751	XP_010785719.1	ENSGACP00000010331.1
OG0011752	XP_010785722.1	ENSGACP00000024285.1
OG0011753	XP_010785723.1	ENSGACP00000000214.1
OG0011754	XP_010785731.1	ENSGACP00000025527.1
OG0011755	XP_010785735.1	ENSGACP00000012280.1
OG0011756	XP_010785737.1	ENSGACP00000012272.1
OG0011757	XP_010785738.1	ENSGACP00000012347.1
OG0011758	XP_010785743.1	ENSGACP00000020720.1
OG0011759	XP_010785756.1	ENSGACP00000015908.1
OG0011760	XP_010785764.1	ENSGACP00000001523.1
OG0011761	XP_010785767.1	ENSGACP00000001505.1
OG0011762	XP_010785768.1	ENSGACP00000001503.1
OG0011763	XP_010785769.1	ENSGACP00000010328.1
OG0011764	XP_010785774.1	ENSGACP00000000763.1
OG0011765	XP_010785783.1	ENSGACP00000000612.1
OG0011766	XP_010785786.1	ENSGACP00000008150.1
OG0011767	XP_010785788.1	ENSGACP00000016543.1
OG0011768	XP_010785789.1	ENSGACP00000016538.1
OG0011769	XP_010785791.1	ENSGACP00000016521.1
OG0011770	XP_010785794.1	ENSGACP00000016498.1
OG0011771	XP_010785797.1	ENSGACP00000016490.1
OG0011772	XP_010785801.1	ENSGACP00000006368.1
OG0011773	XP_010785804.1	ENSGACP00000001091.1
OG0011774	XP_010785805.1	ENSGACP00000001094.1
OG0011775	XP_010785806.1	ENSGACP00000001097.1
OG0011776	XP_010785807.1	ENSGACP00000001096.1
OG0011777	XP_010785808.1	ENSGACP00000001093.1
OG0011778	XP_010785812.1	ENSGACP00000008698.1
OG0011779	XP_010785814.1	ENSGACP00000008695.1
OG0011780	XP_010785816.1	ENSGACP00000010786.1
OG0011781	XP_010785818.1	ENSGACP00000010777.1
OG0011782	XP_010785822.1	ENSGACP00000015980.1
OG0011783	XP_010785825.1	ENSGACP00000013974.1
OG0011784	XP_010785827.1	ENSGACP00000013979.1
OG0011785	XP_010785828.1	ENSGACP00000005231.1
OG0011786	XP_010785829.1	ENSGACP00000019635.1
OG0011787	XP_010785831.1	ENSGACP00000003346.1
OG0011788	XP_010785833.1	ENSGACP00000017583.1
OG0011789	XP_010785837.1	ENSGACP00000019342.1
OG0011790	XP_010785842.1	ENSGACP00000024247.1
OG0011791	XP_010785846.1	ENSGACP00000014486.1
OG0011792	XP_010785852.1	ENSGACP00000014851.1
OG0011793	XP_010785854.1	ENSGACP00000016720.1
OG0011794	XP_010785856.1	ENSGACP00000013166.1
OG0011795	XP_010785865.1	ENSGACP00000003704.1
OG0011796	XP_010785867.1	ENSGACP00000009220.1
OG0011797	XP_010785870.1	ENSGACP00000006756.1
OG0011798	XP_010785872.1	ENSGACP00000024368.1
OG0011799	XP_010785874.1	ENSGACP00000023665.1
OG0011800	XP_010785876.1	ENSGACP00000019127.1
OG0011801	XP_010785881.1	ENSGACP00000005867.1
OG0011802	XP_010785889.1	ENSGACP00000007932.1
OG0011803	XP_010785893.1	ENSGACP00000017987.1
OG0011804	XP_010785894.1	ENSGACP00000017994.1
OG0011805	XP_010785899.1	ENSGACP00000013728.1
OG0011806	XP_010785911.1	ENSGACP00000026023.1
OG0011807	XP_010785923.1	ENSGACP00000024787.1
OG0011808	XP_010785934.1	ENSGACP00000024260.1
OG0011809	XP_010785936.1	ENSGACP00000019628.1
OG0011810	XP_010785938.1	ENSGACP00000024816.1
OG0011811	XP_010785945.1	ENSGACP00000012337.1
OG0011812	XP_010785952.1	ENSGACP00000025986.1
OG0011813	XP_010785967.1	ENSGACP00000015951.1
OG0011814	XP_010785973.1	ENSGACP00000013135.1
OG0011815	XP_010785975.1	ENSGACP00000013138.1
OG0011816	XP_010785976.1	ENSGACP00000013145.1
OG0011817	XP_010785977.1	ENSGACP00000013187.1
OG0011818	XP_010785980.1	ENSGACP00000013112.1
OG0011819	XP_010785981.1	ENSGACP00000013201.1
OG0011820	XP_010785982.1	ENSGACP00000000947.1
OG0011821	XP_010785983.1	ENSGACP00000020243.1
OG0011822	XP_010785984.1	ENSGACP00000018929.1
OG0011823	XP_010785985.1	ENSGACP00000002087.1
OG0011824	XP_010785986.1	ENSGACP00000012625.1
OG0011825	XP_010786008.1	ENSGACP00000003851.1
OG0011826	XP_010786009.1	ENSGACP00000016788.1
OG0011827	XP_010786011.1	ENSGACP00000022419.1
OG0011828	XP_010786015.1	ENSGACP00000021420.1
OG0011829	XP_010786019.1	ENSGACP00000005185.1
OG0011830	XP_010786020.1	ENSGACP00000022845.1
